"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001818","GO:0001818","negative regulation of cytokine production","8/171","316/23189",0.0253164556962025,3.43311866163299,3.75354108796358,0.00246066263657006,0.0647131276570855,0.0571290095652272,"Xaf1/Oas1g/Oas1a/Hdac9/Gbp7/Tgfb1/Lgals9/Irgm1",8
"GO:0051150","GO:0051150","regulation of smooth muscle cell differentiation","3/171","38/23189",0.0789473684210526,10.7059095106187,5.16106188981791,0.00274994128307082,0.0715112110514498,0.063130384947975,"Nfatc1/Tgfb1/Nfatc2",3
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","4/171","79/23189",0.0506329113924051,6.86623732326597,4.50162288323515,0.0027906193682032,0.0715112110514498,0.063130384947975,"Sphk1/Itgb3/Tgfb1/Hmga2",4
"GO:0070327","GO:0070327","thyroid hormone transport","2/171","11/23189",0.181818181818182,24.6560340244551,6.76388488434878,0.00284621735528159,0.0715112110514498,0.063130384947975,"Abcc2/Slc7a8",2
"GO:0072203","GO:0072203","cell proliferation involved in metanephros development","2/171","11/23189",0.181818181818182,24.6560340244551,6.76388488434878,0.00284621735528159,0.0715112110514498,0.063130384947975,"Egr1/Stat1",2
"GO:2000342","GO:2000342","negative regulation of chemokine (C-X-C motif) ligand 2 production","2/171","11/23189",0.181818181818182,24.6560340244551,6.76388488434878,0.00284621735528159,0.0715112110514498,0.063130384947975,"Oas1g/Oas1a",2
"GO:1903901","GO:1903901","negative regulation of viral life cycle","3/171","39/23189",0.0769230769230769,10.4313990103464,5.08076178016236,0.00296310541143312,0.0737891913962195,0.0651413951651809,"Trim12a/Trim12c/Ifitm3",3
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction","7/171","261/23189",0.0268199233716475,3.6370011875154,3.69269467971417,0.00331483506980527,0.0808430455680105,0.0713685660197153,"Trim12a/Trim12c/Gbp7/Stat1/Tgfb1/Trim34a/Irgm1",7
"GO:0019369","GO:0019369","arachidonate metabolic process","4/171","83/23189",0.0481927710843374,6.53533431973508,4.35428073604802,0.00333634439973098,0.0808430455680105,0.0713685660197153,"Sphk1/Mgll/Pla2g4a/Ephx1",4
"GO:0030198","GO:0030198","extracellular matrix organization","8/171","333/23189",0.024024024024024,3.25785434557364,3.57695793893279,0.00338565950753782,0.0808430455680105,0.0713685660197153,"Lgals3/Lcp1/Matn3/Itgb3/Col14a1/Tgfb1/Matn2/Ccn2",8
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","6/171","196/23189",0.0306122448979592,4.15127103472968,3.81866782350079,0.00339331652811507,0.0808430455680105,0.0713685660197153,"Oas1a/Mthfd2l/Ak1/Nmnat2/Tgfb1/Bcl2l1",6
"GO:0071659","GO:0071659","negative regulation of IP-10 production","2/171","12/23189",0.166666666666667,22.6013645224172,6.4511792099048,0.00339895170127664,0.0808430455680105,0.0713685660197153,"Oas1g/Oas1a",2
"GO:0009072","GO:0009072","aromatic amino acid metabolic process","3/171","41/23189",0.0731707317073171,9.92255027813436,4.92856063052363,0.00341925312642372,0.0808430455680105,0.0713685660197153,"Mthfd2l/Uroc1/Oca2",3
"GO:0045229","GO:0045229","external encapsulating structure organization","8/171","334/23189",0.0239520958083832,3.24810029064678,3.56692691205892,0.00344746462976591,0.0808430455680105,0.0713685660197153,"Lgals3/Lcp1/Matn3/Itgb3/Col14a1/Tgfb1/Matn2/Ccn2",8
"GO:0043062","GO:0043062","extracellular structure organization","8/171","335/23189",0.0238805970149254,3.23840446888365,3.5569336526102,0.00351014257246975,0.0814039039175495,0.0718636940281363,"Lgals3/Lcp1/Matn3/Itgb3/Col14a1/Tgfb1/Matn2/Ccn2",8
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","7/171","264/23189",0.0265151515151515,3.59567162856637,3.65588856561083,0.0035292381940089,0.0814039039175495,0.0718636940281363,"Lgals3/St6gal1/Tgfb1/Lgals9/Nfatc2/Irgm1/Bcl2l1",7
"GO:0071277","GO:0071277","cellular response to calcium ion","4/171","85/23189",0.0470588235294118,6.38156174750602,4.28420368856129,0.00363464721738902,0.083115571530634,0.0733747610864087,"Nfatc1/Mylk/Cpne4/Nfatc2",4
"GO:0042832","GO:0042832","defense response to protozoan","3/171","42/23189",0.0714285714285714,9.68629908103592,4.85632760369822,0.00366251985422837,0.083115571530634,0.0733747610864087,"Tgtp2/Gbp3/Gbp7",3
"GO:0045589","GO:0045589","regulation of regulatory T cell differentiation","3/171","43/23189",0.0697674418604651,9.46103631170951,4.78647417951334,0.00391609601723585,0.0845794849649132,0.0746671097584241,"Dusp10/Tgfb1/Lgals9",3
"GO:0034341","GO:0034341","response to type II interferon","5/171","141/23189",0.0354609929078014,4.80880096221642,3.91000326506446,0.00397119655170621,0.0845794849649132,0.0746671097584241,"Gbp3/Ifitm3/Gbp7/Stat1/Irgm1",5
"GO:0032943","GO:0032943","mononuclear cell proliferation","8/171","342/23189",0.0233918128654971,3.1721213364796,3.48801586805202,0.00397402300949918,0.0845794849649132,0.0746671097584241,"Lgals3/Dock2/St6gal1/Tgfb1/Lgals9/Nfatc2/Irgm1/Bcl2l1",8
"GO:0021860","GO:0021860","pyramidal neuron development","2/171","13/23189",0.153846153846154,20.8627980206928,6.1743148177044,0.00399753784660037,0.0845794849649132,0.0746671097584241,"Dcx/Dclk2",2
"GO:0060700","GO:0060700","regulation of ribonuclease activity","2/171","13/23189",0.153846153846154,20.8627980206928,6.1743148177044,0.00399753784660037,0.0845794849649132,0.0746671097584241,"Oas1g/Oas1a",2
"GO:0071612","GO:0071612","IP-10 production","2/171","13/23189",0.153846153846154,20.8627980206928,6.1743148177044,0.00399753784660037,0.0845794849649132,0.0746671097584241,"Oas1g/Oas1a",2
"GO:0071658","GO:0071658","regulation of IP-10 production","2/171","13/23189",0.153846153846154,20.8627980206928,6.1743148177044,0.00399753784660037,0.0845794849649132,0.0746671097584241,"Oas1g/Oas1a",2
"GO:0071863","GO:0071863","regulation of cell proliferation in bone marrow","2/171","13/23189",0.153846153846154,20.8627980206928,6.1743148177044,0.00399753784660037,0.0845794849649132,0.0746671097584241,"Lgals3/Hmga2",2
"GO:1990314","GO:1990314","cellular response to insulin-like growth factor stimulus","2/171","13/23189",0.153846153846154,20.8627980206928,6.1743148177044,0.00399753784660037,0.0845794849649132,0.0746671097584241,"Itgb3/Tgfb1",2
"GO:0032480","GO:0032480","negative regulation of type I interferon production","3/171","44/23189",0.0681818181818182,9.24601275917065,4.71886612292047,0.00418011144229396,0.0877823402881731,0.0774946033292517,"Xaf1/Gbp7/Irgm1",3
"GO:0031338","GO:0031338","regulation of vesicle fusion","3/171","45/23189",0.0666666666666667,9.04054580896686,4.65337963973101,0.00445469139533189,0.0928555673071403,0.081973268561273,"Sphk1/Pla2g4a/Rph3al",3
"GO:0002274","GO:0002274","myeloid leukocyte activation","7/171","277/23189",0.0252707581227437,3.42692169653978,3.50235413248573,0.00458278828923222,0.0946417025274844,0.0835500759229653,"Dock2/Mcub/Sphk1/Tgfb1/Lgals9/Pla2g4a/Irgm1",7
"GO:0014816","GO:0014816","skeletal muscle satellite cell differentiation","2/171","14/23189",0.142857142857143,19.3725981620718,5.92680489697424,0.00464127752266981,0.0946417025274844,0.0835500759229653,"Mcub/Megf10",2
"GO:1905063","GO:1905063","regulation of vascular associated smooth muscle cell differentiation","2/171","14/23189",0.142857142857143,19.3725981620718,5.92680489697424,0.00464127752266981,0.0946417025274844,0.0835500759229653,"Nfatc1/Nfatc2",2
"GO:0001562","GO:0001562","response to protozoan","3/171","46/23189",0.0652173913043478,8.8440122044241,4.58990035275542,0.00473995665574896,0.0959585469732199,0.0847125914999435,"Tgtp2/Gbp3/Gbp7",3
"GO:0072089","GO:0072089","stem cell proliferation","5/171","149/23189",0.0335570469798658,4.55061030652694,3.74757915303091,0.00501296771786312,0.100760651129049,0.0889519083771201,"Nfatc1/Cd109/Tgfb1/Hmga2/Irgm1",5
"GO:0070588","GO:0070588","calcium ion transmembrane transport","8/171","357/23189",0.0224089635854342,3.03883892738382,3.34611571259485,0.00512683384227516,0.101589283004785,0.0896834279322536,"Cacna2d3/Mcub/Trpm1/Itgb3/Slc24a4/Tgfb1/Rapgef3/Ccn2",8
"GO:0140962","GO:0140962","multicellular organismal-level chemical homeostasis","4/171","94/23189",0.0425531914893617,5.7705611546597,3.99457260447947,0.00520173471136546,0.101589283004785,0.0896834279322536,"Oas1g/Oas1a/Tgfb1/Pla2g4a",4
"GO:0006054","GO:0006054","N-acetylneuraminate metabolic process","2/171","15/23189",0.133333333333333,18.0810916179337,5.7036997878579,0.00532948016088123,0.101589283004785,0.0896834279322536,"St6gal1/St3gal1",2
"GO:0046462","GO:0046462","monoacylglycerol metabolic process","2/171","15/23189",0.133333333333333,18.0810916179337,5.7036997878579,0.00532948016088123,0.101589283004785,0.0896834279322536,"Mgll/Pla2g4a",2
"GO:0051451","GO:0051451","myoblast migration","2/171","15/23189",0.133333333333333,18.0810916179337,5.7036997878579,0.00532948016088123,0.101589283004785,0.0896834279322536,"Megf10/Bin3",2
"GO:0071838","GO:0071838","cell proliferation in bone marrow","2/171","15/23189",0.133333333333333,18.0810916179337,5.7036997878579,0.00532948016088123,0.101589283004785,0.0896834279322536,"Lgals3/Hmga2",2
"GO:0043368","GO:0043368","positive T cell selection","3/171","48/23189",0.0625,8.47551169590643,4.4685476257701,0.00534300422342155,0.101589283004785,0.0896834279322536,"Dock2/Il6ra/Tgfb1",3
"GO:0045066","GO:0045066","regulatory T cell differentiation","3/171","48/23189",0.0625,8.47551169590643,4.4685476257701,0.00534300422342155,0.101589283004785,0.0896834279322536,"Dusp10/Tgfb1/Lgals9",3
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","7/171","286/23189",0.0244755244755245,3.31908150329203,3.4013298482786,0.00544058843118079,0.102750441915052,0.0907085036918875,"Lgals3/St6gal1/Tgfb1/Lgals9/Nfatc2/Irgm1/Bcl2l1",7
"GO:0007249","GO:0007249","canonical NF-kappaB signal transduction","7/171","287/23189",0.024390243902439,3.30751675937812,3.39035375339173,0.00554285243837002,0.103983911743822,0.0917974158214264,"Trim12a/Trim12c/Gbp7/Stat1/Tgfb1/Trim34a/Irgm1",7
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","5/171","153/23189",0.0326797385620915,4.43164010243474,3.670623350694,0.0056005849220183,0.104371165367944,0.0921392848794925,"Ecm1/Ppp1r16b/Itgb3/Stat1/Pold4",5
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","5/171","154/23189",0.0324675324675325,4.40286321865269,3.65179721326411,0.00575476708243995,0.106538911644645,0.0940529800177166,"Lgals3/Ecm1/Itgb3/Tgfb1/Lgals9",5
"GO:0031348","GO:0031348","negative regulation of defense response","7/171","291/23189",0.0240549828178694,3.26205261148289,3.34692768412435,0.00596638806587008,0.109456074269207,0.0966282629242245,"Oas1g/Oas1a/Isg15/Dusp10/Tgfb1/Lgals9/Irgm1",7
"GO:0006040","GO:0006040","amino sugar metabolic process","3/171","50/23189",0.06,8.13649122807018,4.35404941487305,0.00599013341771782,0.109456074269207,0.0966282629242245,"St6gal1/St3gal1/Uap1",3
"GO:0044406","GO:0044406","adhesion of symbiont to host","2/171","16/23189",0.125,16.9510233918129,5.5011478919897,0.00606146281811042,0.110044879807501,0.0971480628233656,"Gbp3/Gbp7",2
"GO:0016202","GO:0016202","regulation of striated muscle tissue development","3/171","52/23189",0.0576923076923077,7.82354925775978,4.24574970093689,0.00668215633128385,0.119768075899572,0.105731739469191,"Hdac9/Megf10/Tgfb1",3
"GO:2000404","GO:2000404","regulation of T cell migration","3/171","52/23189",0.0576923076923077,7.82354925775978,4.24574970093689,0.00668215633128385,0.119768075899572,0.105731739469191,"Ecm1/Itgb3/Lgals9",3
"GO:0006163","GO:0006163","purine nucleotide metabolic process","9/171","455/23189",0.0197802197802198,2.68235974551764,3.12379515476334,0.00680399703412947,0.120994037669885,0.106814023454505,"Oas1a/Mthfd2l/Hsd11b1/Ak1/Nmnat2/Tgfb1/Nudt18/Bcl2l1/Dcxr",9
"GO:0045843","GO:0045843","negative regulation of striated muscle tissue development","2/171","17/23189",0.117647058823529,15.953904368765,5.31610080994354,0.00683655010288265,0.120994037669885,0.106814023454505,"Hdac9/Tgfb1",2
"GO:0070661","GO:0070661","leukocyte proliferation","8/171","377/23189",0.0212201591511936,2.877627313199,3.16806654982074,0.00704311823838362,0.123870842017572,0.109353677911746,"Lgals3/Dock2/St6gal1/Tgfb1/Lgals9/Nfatc2/Irgm1/Bcl2l1",8
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","4/171","103/23189",0.0388349514563107,5.26633736444671,3.74020468229552,0.00716723051158095,0.125270724593719,0.110589499884479,"Ecm1/Ppp1r16b/Itgb3/Pold4",4
"GO:0003012","GO:0003012","muscle system process","9/171","460/23189",0.0195652173913043,2.65320366132723,3.08681795788824,0.00728500268330555,0.126541659092495,0.111711485975494,"Tnnt2/Chrna1/Mlip/Sphk1/Synm/Nfatc1/Col14a1/Mylk/Ccn2",9
"GO:0014904","GO:0014904","myotube cell development","3/171","54/23189",0.0555555555555556,7.53378817413905,4.14307778086949,0.00741982009604183,0.126541659092495,0.111711485975494,"Hdac9/Nfatc2/Bin3",3
"GO:0061028","GO:0061028","establishment of endothelial barrier","3/171","54/23189",0.0555555555555556,7.53378817413905,4.14307778086949,0.00741982009604183,0.126541659092495,0.111711485975494,"Ppp1r16b/Rapgef3/Vcl",3
"GO:1901861","GO:1901861","regulation of muscle tissue development","3/171","54/23189",0.0555555555555556,7.53378817413905,4.14307778086949,0.00741982009604183,0.126541659092495,0.111711485975494,"Hdac9/Megf10/Tgfb1",3
"GO:0001771","GO:0001771","immunological synapse formation","2/171","18/23189",0.111111111111111,15.0675763482781,5.14610985551479,0.0076540741022069,0.12682938047078,0.111965487566319,"Lgals3/Dock2",2
"GO:0032966","GO:0032966","negative regulation of collagen biosynthetic process","2/171","18/23189",0.111111111111111,15.0675763482781,5.14610985551479,0.0076540741022069,0.12682938047078,0.111965487566319,"Il6ra/Rapgef3",2
"GO:0051151","GO:0051151","negative regulation of smooth muscle cell differentiation","2/171","18/23189",0.111111111111111,15.0675763482781,5.14610985551479,0.0076540741022069,0.12682938047078,0.111965487566319,"Nfatc1/Nfatc2",2
"GO:1901862","GO:1901862","negative regulation of muscle tissue development","2/171","18/23189",0.111111111111111,15.0675763482781,5.14610985551479,0.0076540741022069,0.12682938047078,0.111965487566319,"Hdac9/Tgfb1",2
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","4/171","105/23189",0.0380952380952381,5.16602617655249,3.68771219374667,0.00766204501777986,0.12682938047078,0.111965487566319,"Mcub/Egr1/Hdac9/Megf10",4
"GO:0046633","GO:0046633","alpha-beta T cell proliferation","3/171","55/23189",0.0545454545454545,7.39681020733652,4.09369377690919,0.00780598354700348,0.127709521518999,0.112742479626244,"Dock2/Lgals9/Irgm1",3
"GO:0098586","GO:0098586","cellular response to virus","3/171","55/23189",0.0545454545454545,7.39681020733652,4.09369377690919,0.00780598354700348,0.127709521518999,0.112742479626244,"Tgfb1/Lgals9/Irgm1",3
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","4/171","106/23189",0.0377358490566038,5.11729008054728,3.66196493142534,0.00791766885901258,0.127862348927317,0.112877396277435,"Lgals3/Itgb3/Tgfb1/Lgals9",4
"GO:0030098","GO:0030098","lymphocyte differentiation","9/171","467/23189",0.019271948608137,2.61343401329877,3.0358637671217,0.0080016957161663,0.127862348927317,0.112877396277435,"Dock2/Dusp10/Egr1/Nfatc1/Il6ra/Hdac9/Tgfb1/Lgals9/St3gal1",9
"GO:0051147","GO:0051147","regulation of muscle cell differentiation","5/171","167/23189",0.029940119760479,4.06012536330847,3.42075395246198,0.00804014364114896,0.127862348927317,0.112877396277435,"Nfatc1/Hdac9/Megf10/Tgfb1/Nfatc2",5
"GO:0042742","GO:0042742","defense response to bacterium","8/171","386/23189",0.0207253886010363,2.81053237584462,3.09171791251033,0.00806377668657795,0.127862348927317,0.112877396277435,"Oas1g/Oas1a/Isg15/Gbp3/Gbp7/Lgals9/Naip2/Irgm1",8
"GO:0009165","GO:0009165","nucleotide biosynthetic process","6/171","235/23189",0.025531914893617,3.46233669279582,3.27000252109956,0.00808795241970944,0.127862348927317,0.112877396277435,"Oas1a/Mthfd2l/Ak1/Nmnat2/Tgfb1/Bcl2l1",6
"GO:0031099","GO:0031099","regeneration","6/171","235/23189",0.025531914893617,3.46233669279582,3.27000252109956,0.00808795241970944,0.127862348927317,0.112877396277435,"Lcp1/Mcub/Dusp10/Tgfb1/Bin3/Matn2",6
"GO:0048634","GO:0048634","regulation of muscle organ development","3/171","56/23189",0.0535714285714286,7.26472431077694,4.04553447704485,0.00820380904587161,0.128796288443514,0.113701881841429,"Hdac9/Megf10/Tgfb1",3
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","5/171","168/23189",0.0297619047619048,4.03595795043163,3.40395812396529,0.00823856855715442,0.128796288443514,0.113701881841429,"Dusp10/Nfatc1/Stat1/Cd109/Tgfb1",5
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","7/171","310/23189",0.0225806451612903,3.06212035465007,3.15044748710047,0.00831617460243424,0.128799114546874,0.113704376736851,"Oas1a/Mthfd2l/Ak1/Nmnat2/Tgfb1/Uap1/Bcl2l1",7
"GO:0019751","GO:0019751","polyol metabolic process","4/171","108/23189",0.037037037037037,5.02252544942603,3.61143061935703,0.00844559033650227,0.128799114546874,0.113704376736851,"Sphk1/Pla2g4a/Ephx1/Myof",4
"GO:0010713","GO:0010713","negative regulation of collagen metabolic process","2/171","19/23189",0.105263157894737,14.2745460141582,4.98918225496344,0.00851337430906846,0.128799114546874,0.113704376736851,"Il6ra/Rapgef3",2
"GO:0021859","GO:0021859","pyramidal neuron differentiation","2/171","19/23189",0.105263157894737,14.2745460141582,4.98918225496344,0.00851337430906846,0.128799114546874,0.113704376736851,"Dcx/Dclk2",2
"GO:0048635","GO:0048635","negative regulation of muscle organ development","2/171","19/23189",0.105263157894737,14.2745460141582,4.98918225496344,0.00851337430906846,0.128799114546874,0.113704376736851,"Hdac9/Tgfb1",2
"GO:0072540","GO:0072540","T-helper 17 cell lineage commitment","2/171","19/23189",0.105263157894737,14.2745460141582,4.98918225496344,0.00851337430906846,0.128799114546874,0.113704376736851,"Il6ra/Tgfb1",2
"GO:0010466","GO:0010466","negative regulation of peptidase activity","6/171","238/23189",0.0252100840336134,3.4186937933068,3.23269305630005,0.0085798618208446,0.129110861838806,0.113979588500947,"Wnt9a/Wfdc8/Timp4/Ecm1/Cd109/Naip2",6
"GO:0070167","GO:0070167","regulation of biomineral tissue development","4/171","109/23189",0.036697247706422,4.97644723429369,3.58662919120905,0.00871798222249923,0.129569928147676,0.114384854086154,"Isg15/Ecm1/Tgfb1/Tent5a",4
"GO:0019722","GO:0019722","calcium-mediated signaling","6/171","239/23189",0.0251046025104603,3.40438963517581,3.22038919523657,0.00874850261125034,0.129569928147676,0.114384854086154,"Sphk1/Nfatc1/Slc24a4/Nfatc2/Ncald/Irgm1",6
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","6/171","239/23189",0.0251046025104603,3.40438963517581,3.22038919523657,0.00874850261125034,0.129569928147676,0.114384854086154,"Ecm1/Ppp1r16b/Itgb3/Tgfb1/Hmga2/Pold4",6
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","6/171","240/23189",0.025,3.39020467836257,3.20815053368718,0.00891950848016743,0.131410978341315,0.116010140607303,"Lgals3/Lcp1/Il6ra/Tgfb1/Lgals9/St3gal1",6
"GO:0052547","GO:0052547","regulation of peptidase activity","8/171","395/23189",0.020253164556962,2.74649492930639,3.0175294204206,0.00919192385452031,0.134719133992813,0.118930593731732,"Wnt9a/Wfdc8/Timp4/Ecm1/Stat1/Cd109/Naip2/Dap",8
